,advisor,author,created,abstract,uri,title,discipline
348,"Dargent Bocanegra, Eduardo Hernando","Olivera De La Cruz, Skarlet Kristel",2021,"En un contexto marcado por desigualdad, débilidades estructurales y poca
presencia estatal, esta tesis busca conceptualizar una nueva tipología sobre
agencias estatales y sobre las trayectorias y movimientos que estas pueden
tener en el tiempo. Basándome en los conceptos de autonomía y capacidad
estatal, y en la propuesta de Bersch, Praca & Taylor (2017), sostengo que existen
escenarios que rompen con la dualidad fuerte-débil en agencias estatales. Ello
da pase a una discusión donde agencias que no son totalmente fuertes ni
totalmente débiles pueden ser halladas con mayor frecuencia en países de
ingreso medio como Perú. Identifico cuatro tipos de agencias de acuerdo a sus
niveles (altos o bajos) de autonomía y capacidad estatal. A las “Agencias
Fuertes” y “Agencias Débiles” se suman las “Agencias Ejecutoras” (baja
autonomía y alta capacidad) y las “Agencias Emancipadas” (alta autonomía y
baja capacidad). Para ilustrar aquello, a través de un diseño de investigación
mixto, presento los casos de la Comisión Nacional de Investigación y Desarrollo
Aeroespacial (CONIDA) y del Instituto Peruano de Energía Nuclear (IPEN), dos
instituciones científicas dedicadas a la investigación que han sobrevivido con el
tiempo. El argumento no solo se centra en explicar qué tipo de agencias son y
qué tipo de movimientos realizaron, sino también en responder a cuáles fueron
las razones detrás de dichos movimientos. Determinantes internos y externos
concentran buena parte de la explicación, que se acompaña de la voluntad que
tienen los políticos para destrabar e impulsar políticas públicas. Finalmente, esta
tesis deja lecciones no solo a nivel teórico, también a nivel práctico para las
interesadas e interesados en reformas de política.
In a context marked by inequality, structural weaknesses and minimal state
presence, this thesis seeks to conceptualize a new typology about state agencies
and their trajectories and movements over time. Based on the concepts of
autonomy and state capacity, and the proposal of Bersch, Praca & Taylor (2017),
I argue that there are scenarios that break with the strong-weak duality in the
state agencies. This leads to a discussion where agencies that are neither totally
strong nor totally weak can be found more frequently in middle income countries
like Peru. I identify four types of agencies according to their levels (high or low)
of autonomy and state capacity. ""Executing Agencies"" (low autonomy and high
capacity) and ""Emancipated Agencies"" (high autonomy and low capacity) are
added to the ""Strong Agencies"" and ""Weak Agencies"". To illustrate that, through
a mixed research design, I present the cases of the Comisión Nacional de
Investigación y Desarrollo Aeroespacial (CONIDA) and the Instituto Nacional de
Energía Nuclear (IPEN), two scientific institutions dedicated to research, which
have survived over time. The argument not only focuses on explaining what type
of agencies they are and what type of movements they had, but also on
answering what were the reasons behind said movements. Internal and external
determinants are a large part of the explanation, and they are accompanied by
the will that politicians have to expedite and promote public policies. Finally, this
thesis provides lessons not only at a theoretical level, but also at a practical level
for those interested in policy reforms.",http://hdl.handle.net/20.500.12404/21012,"«Todas las agencias fuertes se parecen, pero cada agencia “débil” lo es a su manera»: más allá de la dualidad fuerte-débil en escenarios de autonomía y capacidad estatal",Ciencia Política y Gobierno
349,"Bensa Morales, Jessica Violeta","Castro Caparó, Andrea Elizabeth",2020,"Los niveles de anemia en Perú, en la población menor de tres años nunca
han sido inferiores al 40% desde que se tiene registro de los mismos, haciendo
de ella un problema de salud pública grave de acuerdo a los estándares de la
Organización Mundial de la Salud. Sin embargo, además de estas cifras
nacionales, las cuales son por lo general desfavorables y no varían de forma
considerable entre un año y otro, es posible encontrar también estadísticas
bastante óptimas y cambiantes en lo que corresponde al nivel local.
Es por lo anterior que el presente trabajo se enfocó en estudiar los casos
desde el nivel más micro posible, el distrital, y, en base a ello, tuvo el propósito
de responder dos preguntas: ¿Qué factores lograron reducir la anemia infantil a
nivel local? y ¿Cuáles han sido las causas que permitieron que los niveles de
anemia se mantengan estables o sean volátiles en los distritos seleccionados?
Entre los principales hallazgos se encuentran que la reducción y la
constancia en el mantenimiento de los niveles bajos respondieron sobretodo a
dinámicas que se desarrollaron en los contextos locales (burocracia de la
localidad, coordinación a nivel micro, campañas de sensibilización y liderazgo
dentro de estas instituciones).
Asimismo, la constancia de estos bajos niveles en el tiempo se debió en
gran medida al hecho de que estas dinámicas son promovidas en su mayoría
por personas particulares, caracterizadas por su permanencia en la localidad y
por contar con cierto nivel de liderazgo. En ese sentido resulta necesario que las
prácticas promovidas se logren institucionalizar, con el objetivo de que logren
trascender la permancia de estas personas.",http://hdl.handle.net/20.500.12404/21164,Lucha contra la anemia: estudio del éxito y de la constancia en la reducción de la anemia infantil en niños de 6 a 35 meses en tres distritos de Arequipa (2016-2018),Ciencia Política y Gobierno
350,"Alayza Mujica, María Rosa","Céspedes García, Alejandro",2021,"Se presenta esta tesis como un primer acercamiento -de carácter
exploratorio- a la perspectiva teórica de la Digital Politics o Política Digital a partir
del estudio del fenómeno de las fake news en la ciudad de Lima (Perú).
La presente tesis busca realizar un análisis exploratorio sobre las
relaciones de los ciudadanos limeños con las fake news al ejercer su
participación política digital en la red social Facebook. En ese sentido, se
propone un estudio multimétodo (cuantitativo y cualitativo) que centra su
exploración en la elaboración de una encuesta de inspiración cuasi-experimental
expuesta aleatoriamente a través de dicha red social. La variable independiente
será el perfil sociopolítico de los ciudadanos limeños usuarios de Facebook
mientras que la variable dependiente será creer en fake news al ejercer su
participación política digital en Facebook.
La investigación se ubica en un momento en donde la crisis institucional
y de representación en el Perú se ha visto afectada -por un lado- por la crisis
sanitaria producto de la pandemia de COVID-19 y -por otro- por la crisis política
producto de la vacancia al presidente Martin Vizcarra a inicios de noviembre del
2020.
El enfoque teórico que se plantea gira alrededor de dos definiciones
principales: el de Digital Politics o Política Digital y el de participación política
como política mediada. La primera es entendida como aquella perspectiva
teórica de la Ciencia Política que busca comprender conceptualmente los
fenómenos sociopolíticos que suceden en la esfera digital. Mientras la segunda,
desde la perspectiva desarrollada de Enrique Peruzzotti, permite discutir que la
participación política ciudadana no solo puede suceder en espacios físicos sino
también en espacios virtuales, de manera constante.
Entre los principales hallazgos están que el factor temporalidad -
entendido como el contexto en el que está el ciudadano usuario digital- afecta negativamente a las variables del modelo planteado. Asimismo, se ha
encontrado cómo el nivel de interés por la política de los mismos ciudadanos
propone una serie de paradojas para explicar, por ejemplo, su relación con la
confianza en las instituciones. Finalmente, se plantean algunas categorías
explicativas como la contextualidad colectiva compartida, la capacidad
tecnológica y el poder socio-digital de los ciudadanos.",http://hdl.handle.net/20.500.12404/21177,Los limeños y las fake news. Una aproximación exploratoria de la relación de los ciudadanos limeños con las fake news al ejercer su participación política digital en Facebook,Ciencia Política y Gobierno
351,"Bensa Morales, Jessica Violeta","Ragas Sernaque, Gina Estefania",2021,"El proceso de introducción de las tecnologías de la información y la comunicación
(TICs) en el sistema de salud peruano es un campo de investigación interesante y
diverso. El cual ha sido poco desarrollado desde la academia y es un aspecto
fundamental para mejorar los servicios que se están brindado en esta área. Por ello,
la presente investigación se dirige a comprender y comparar cual ha sido el factor
fundamental para que este proceso se dé, estudiando dos casos representativos: la
Red Nacional de Telesalud del MINSA y el Servicio de Telesalud del Hospital Hermilio
Valdizán desde 2017. En ese sentido, se considera que el factor explicativo es la
capacidad de agencia de determinados actores que como emprendedores de política
pública gestionan un entorno internacional favorable marcado por la existencia de una
agenda global que impulsa la digitalización de la salud y un contexto nacional
adecuado donde el Estado peruano persigue objetivos afines en materia de política
exterior. Esta explicación se enmarca en la trasferencia de políticas públicas que
posibilita una aproximación multinivel al fenómeno. Debido a que el diseño es uno
cualitativo de estudio de caso, se busca recolectar información relevante por medio
de entrevistas y análisis de fuentes secundarias. El principal objetivo, planteado en
esta investigación es conocer cómo funcionan estos procesos en el sistema de salud
peruano y que factores son necesarios para mejorar y ampliar la atención de los
ciudadanos.",http://hdl.handle.net/20.500.12404/21183,De dónde vienen y a donde van: Transferencia de políticas públicas en la introducción de las tecnologías de la información y la comunicación (TICs) en sistema de salud peruano desde 2017,Ciencia Política y Gobierno
352,"Dosek, Tomás","Huallpa Alvarez, Frank Josehp",2021,"El sistema de partidos políticos peruano se caracteriza por una alta
volatilidad electoral, baja legitimidad y, esencialmente, una débil
institucionalización. En ese contexto, los partidos exhiben una fragmentación
interna, pragmatismo extremo, personalización, baja presencia a nivel
subnacional y una precaria estructura organizativa. Sin embargo, a pesar de la
debilidad organizativa, muchos de ellos sobreviven al menos nominalmente y
logran adaptarse a nuevos contextos.
El objetivo de esta tesis es explicar el proceso de adaptación de Unión por
el Perú (UPP), partido político creado en 1994 para sostener la candidatura
presidencial de Javier Pérez de Cuellar por una coalición de opositores al
régimen autoritario de Alberto Fujimori (1990-2000), pero finalmente el partido
fue controlado por una cúpula bajo el liderazgo de José Vega a partir del 2004
hasta la pérdida de la inscripción en 2021. La tesis conceptualiza la adaptación
de UPP en términos de supervivencia. En ese sentido, se argumenta que la
supervivencia de UPP se debe tanto a factores exógenos como endógenos. Por
un lado, los factores externos fueron el retorno a la democracia, la
descentralización y cambios en la legislación. Por otro lado, los factores
exógenos repercutieron en el ascenso de nuevos líderes, así como en la
consolidación de la élite. A su vez, este recambio a nivel de las élites implicó
modificaciones en la estructura organizativa y las posiciones ideológicas. La
investigación presenta los hallazgos de la adaptación de UPP a nivel de élite,
orientación ideológico-programática y organización.
La tesis se basa en un análisis de caso único que representa un fenómeno
generalizado de cómo sobreviven y se adaptan las débiles organizaciones
partidarias en el Perú. Asimismo, se utilizan métodos cuantitativos y cualitativos
de recopilación y análisis de datos (entrevistas semi-estructuradas, datos
electorales y revisión hemerográfica), para (re)construir el caso de estudio e
identificar los puntos de quiebre en la historia de UPP.",http://hdl.handle.net/20.500.12404/21180,¿Cómo sobrevive un partido político en el Perú?: El proceso de adaptación partidaria de Unión por el Perú (1994-2020),Ciencia Política y Gobierno
353,"Maldonado Nicho, Arturo","Náquira Insapillo, Brenda Teresa",2021,"En el año 2011, se crea el programa social Haku Wiñay
(Vamos a Crecer), que busca el desarrollo de capacidades
productivas para mejorar los ingresos económicos de las familias
rurales en situación de pobreza. La presente tesis presenta un
estudio de caso, el cual tiene como objetivo identificar cuáles son
los principales factores que dificultan el proceso de
implementación de este programa en el distrito de Santo Domingo
de Acobamba, provincia de Huancayo, región Junín. Para poder
abordarlo, el análisis se centra en las etapas de implementación y
en la evaluación del rol de los distintos tipos de actores que
participan en este programa. La hipótesis indica que los factores
que más dificultan el proceso de implementación se encuentran
relacionados a la multiplicidad de actores, la capacidad de
negociación y el nivel de discrecionalidad de los gestores locales
y/o burócratas de la calle. Finalmente, se concluye que, a pesar del
buen desempeño y nivel técnico demostrado a largo de estos años,
el programa Haku Wiñay presenta algunos procesos que generan
atrasos en su implementación y que estos se encuentran
relacionados a la capacidad de agencia de sus actores locales, ya
que ellos presentas distintos tipos de intereses que convergen en
este programa.",http://hdl.handle.net/20.500.12404/21181,"La implementación del programa Haku Wiñay en el distrito de Santo Domingo de Acobamba, provincia de Huancayo, región Junín en el periodo 2017-2020",Ciencia Política y Gobierno
354,"Maldonado Nicho, Arturo","Vásquez Parvina, Ricardo André",2021,"El Caso Lava Jato es el caso de corrupción más grande que ha existido en Latinoamérica. Este caso tuvo como protagonista a la empresa Odebrecht, la cual construyó un esquema de sobornos a nivel transnacional que le permitió adjudicarse las más importantes obras de infraestructura. Tras el destape de este escándalo en Brasil, los países involucrados iniciaron múltiples investigaciones. En el caso peruano, el estado del sistema de justicia hacía presagiar que las investigaciones no tendrían mayores consecuencias penales; sin embargo, la forma en la que el Ministerio Público afrontó el caso fue inesperada, ya que ha confrontado a las más altas esferas del poder político y económico, y ha posicionado al Perú como un inesperado campeón regional en la lucha anticorrupción. Del análisis de esta situación paradójica surge la pregunta que motiva esta investigación: ¿Por qué si la situación del sistema de justicia peruano hacía esperar que los implicados en el mega caso de corrupción Lava Jato no tengan sólidas investigaciones penales, lo que ha ocurrido es que un grupo de fiscales peruanos ha afrontado estas investigaciones con una clara oposición a los intereses de las élites políticas y económicas? Esta tesis argumenta que el avance de las investigaciones en Perú puede ser explicado por la confluencia de cinco variables: fiscales que se posicionan como islas éticas, cambios en el balance del poder político, la cooperación judicial internacional que se estableció con Brasil, el respaldo popular a la lucha anticorrupción y el apoyo intrainstitucional a las investigaciones.",http://hdl.handle.net/20.500.12404/21185,Cuando el poder político y económico es desafiado: el rol del equipo especial a cargo de las investigaciones del Caso Lava Jato,Ciencia Política y Gobierno
355,"Campos Ramos, María Milagros Socorro","Boyco Orams, Alejandro",2021,"La relación entre el Ejecutivo y Legislativo en el Perú ha alcanzado un pico de conflicto en los últimos años. Un indicador de ello, al cual no se le ha prestado suficiente atención, es el veto presidencial y la aprobación de leyes por insistencia. Estas llegaron a su récord histórico durante el breve periodo 2020-2021. La presente investigación se pregunta por los factores que explican la aprobación de leyes por insistencia, en un contexto institucional donde, a nivel comparado, los requisitos para ello favorecen al Legislativo. Se presentan dos variables explicativas: i). la fortaleza de la coalición legislativa previa al veto y ii). el tamaño de la bancada de gobierno. A través de una base de datos original con todas las autógrafas observadas entre el 2006 y el 2021 se evalúan las diferentes razones y resultados de los vetos por periodo. El análisis de regresión lineal muestra que ambas variables son determinantes para la aprobación de insistencias, pero no para el dictamen previo dentro de la comisión ordinaria. Las cifras evidencian que el veto ha logrado evitar la promulgación de la mitad de autógrafas observadas, y en la otra mitad prima la insistencia sobre el allanamiento o el sustitutorio. El veto presidencial en el Perú no tiene la capacidad de romper la coalición legislativa, y el diseño institucional incentiva un juego de suma cero. Si bien el tamaño del oficialismo es determinante para reducir las insistencias, los casos donde estas se aprueban suelen llegar a los votos requeridos con el apoyo de la bancada de gobierno. A través del análisis de votaciones se reflexiona sobre el rol del oficialismo en un Congreso multipartidario y fragmentado, donde en ciertos casos prioriza sus intereses como bancada antes que los del Ejecutivo y el partido de gobierno.",http://hdl.handle.net/20.500.12404/21234,La otra cara del conflicto: Un análisis del veto presidencial y la aprobación de leyes por insistencia en el Perú (2006-2021),Ciencia Política y Gobierno
356,"Dosek, Tomas","Diaz Matos, Nuria Blanca",2021,"En el Perú, entre el 2002 y el 2018, solo cuatro mujeres fueron electas
gobernadoras regionales —cargo ejecutivo más alto a nivel subnacional. Mientras que
tres de ellas fueron elegidas en el 2002, en las primeras elecciones regionales tras la
caída del régimen autoritario de Alberto Fujimori (1990-2000); Yamila Osorio, la cuarta,
se convirtió en gobernadora de Arequipa en los comicios del 2014. Su triunfo se dio en
un contexto en el que los movimientos regionales dominaron gran parte de la escena
subnacional y las candidaturas de las mujeres a dicho cargo no superaron el 10%. Por
la excepcionalidad de la situación, esta tesis busca identificar las principales
características de su liderazgo político y los factores que explican su victoria electoral.
Esta investigación cualitativa de caso único indaga en el proceso que llevó a la elección
de esta política en el ámbito subnacional, caracterizado por la presencia de caudillos
locales, poca institucionalización de las organizaciones políticas y escasa participación
de mujeres en estos cargos. Para esto, se recogió información primaria y secundaria
sobre su trayectoria política, el escenario, la campaña electoral de las elecciones
regionales del 2014 en Arequipa y el proceso político que la llevó a ser candidata a
gobernadora. La investigación, además, se basa en las entrevistas a los principales
actores políticos arequipeños, la revisión hemerográfica y en fuentes secundarias
sobre la política en la región. Así, se pretende, por un lado, reconstruir las dos fases
del proceso elección de Osorio relacionadas con las dinámicas internas del partido y
las dinámicas se selección de candidatura y, por otro, revisar las estrategias de
campaña que propiciaron su triunfo electoral.",http://hdl.handle.net/20.500.12404/21235,Renovación dentro de la tradición en Arequipa (2014): la elección de Yamila Osorio como gobernadora regional,Ciencia Política y Gobierno
357,"Alayza Mujica, María Rosa","Lucar Oba, Leon Fernando",2021,"El presente estudio se pregunta por los factores que incidieron en el
fortalecimiento de la presencia pública de la Iglesia católica peruana en la promoción
de la agenda panamazónica desde la conferencia de obispos de Aparecida (2007)
hasta la publicación de la exhortación apostólica ""Querida Amazonía"" (2020) del papa
Francisco. Para ello, se propone que el contexto de movilización de las demandas
indígenas en la Amazonía peruana durante la primera década del siglo XXI llevó a
organismos y agentes pastorales de la Iglesia católica a involucrarse más activamente
en la agenda amazónica debido a su enraizamiento social y presencia histórica en
dicho territorio a través de la conformación de redes socioeclesiales y la generación
de espacios públicos eclesiales fortalecidos por el liderazgo del papa Francisco. En
esa línea, se exploran los siguientes factores: (i) la dinámica conjunta entre jerarquía
eclesiástica y sociedad civil eclesial; (ii) los recursos materiales e ideacionales que
dispone la Iglesia; (iii) los recursos organizacionales de la Iglesia a partir de la
conformación de redes socioeclesiales; y (iv) el liderazgo del papa Francisco. Así, a
partir del análisis del estudio de caso desde un método histórico comparativo, se
realiza una ponderación del peso de los factores señalados, donde la clave discursiva
del liderazgo de Francisco en torno a la representación social de la Panamazonía
ejerce un rol cohesionador en las redes socioeclesiales de diversos actores e
iniciativas locales y globales vinculadas a la protección del medioambiente y la
defensa de los pueblos indígenas amazónicos bajo el enfoque de la ecología integral.
En conjunto, se evidencia la relación entre religión y política a partir de la dimensión
política de la fe, en la cual el compromiso creyente con la realidad del sujeto territorial
amazónico se posiciona en dinámicas de poder, influencia y resistencia que se sitúan
desde el nivel local hasta el global.",http://hdl.handle.net/20.500.12404/21372,Iglesia con rostro amazónico: presencia pública de la Iglesia Católica peruana mediante la agenda panamazónica desde la conferencia de Aparecida hasta “Querida Amazonía” (2007-2020),Ciencia Política y Gobierno
358,"Tanaka Gondo, Ricardo Martín","Raffo Santillán, Stephanie Paloma",2021,"Ante el impacto de la anemia en el desarrollo neurológico del niño, cuya
prevalencia en el Perú alcanza el 43.5%, el presente estudio reviste importancia al
intentar explicar por qué la anemia infantil no disminuye en el país en general y por
qué en algunos distritos pobres sí se han logrado reducciones considerables, como
en Iguaín y Los Morochucos de la Región Ayacucho en el periodo 2015-2018, a
partir de la implementación de la Tecnología de Decisiones Informadas (TDI). La
investigación sostiene que el gobierno central se ha desentendido del problema, a
pesar de que a nivel de la política pública y de los expertos en este tema existe una
ruta muy clara y definida de lo que hay que hacer, dado que el Instituto Nacional de
Salud ha creado una única herramienta que está pauteada, protocolizada y
sistematizada en la Tecnología de Decisiones Informadas. Se evidencia que la
anemia tampoco es de prioridad política para el Ministerio de Salud, los gobiernos
regionales, las autoridades locales ni para las propias familias víctimas de esta
enfermedad. Sin embargo, resulta llamativo que algunos alcaldes sí la hayan
priorizado, implementando la TDI en sus distritos, logrando reducciones
significativas. Y al analizar los factores explicativos, se concluye que son tres los
factores relevantes en la reducción de la anemia infantil en los distritos estudiados:
La voluntad de la autoridad local, la gestión articulada y el rol del personal de salud.
Se demuestra que no se necesitan recursos enormes para generar un cambio y
afrontar este mal, siendo incoherente y frustrante que la solución se encuentre
disponible y no se use.
The importance of this study, given the impact of anemia on children’s
neurological development whose prevalence in Peru reaches 43.5%, relies upon
explaining the reason childhood anemia does not exhibit a general decrease in the
country, while in some poorer districts it has decreased considerably, such as Iguaín
and Los Morochucos inside the Ayacucho region between 2015-2018, according to
the implementation of the “Tecnología de Decisiones Informadas (TDI)”. The
research reveals a lack of understanding of the problem by the central government,
despite the fact inside public policy and experts on this issue exist a clear and
defined route of what to do, given the National Institute of Health has created a
unique standardized, protocolized and systematized tool inside TDI. The evidence
also suggests that anemia is neither a political priority for the Ministry of Health,
regional governments, local authorities and for the victims of the disease. However, it
is striking that some mayors have prioritized it, achieving significant reductions by
implementing TDI in their districts. And when analyzing the explanatory factors, it is
concluded that there are three relevant factors in reducing childhood anemia in the
studied districts: The will of the local authority, articulated management and the role
of health personnel. It is shown that enormous resources are not needed to generate
a change and face this situation, being incoherent and frustrating that the solution is
available and not used.",http://hdl.handle.net/20.500.12404/21411,Factores que explican la reducción de los niveles de anemia infantil. El caso de la implementación de la herramienta de gestión local Tecnología de Decisiones Informadas (TDI) en los distritos de Iguaín y Los Morochucos de la Región Ayacucho (2015-2018),Ciencia Política y Gobierno
359,"Rousseau, Stéphanie","Gutiérrez Espinoza, Sandra Milagro",2021,"Desde el 2016, la educación sexual ha estado constantemente en la agenda pública
nacional y en el debate público. Ello a partir de las críticas al Currículo Nacional de
Educación Básica (CNEB) por los actores sociales opuestos a la “ideología de
género”. Solo una minoría de la sociedad peruana está a favor de la enseñanza amplia
sobre la sexualidad y otras orientaciones sexuales en los colegios. Así, se evidencian
resistencias a un tratamiento integral de la sexualidad por parte de la sociedad
peruana. A pesar de estas resistencias, la política de educación sexual integral (ESI)
inició en el 2008 con la aprobación de los Lineamientos y Orientaciones Pedagógica
de la ESI. Así, la política ha avanzado, aunque con continuas idas y venidas tanto en
el debate público como a nivel político. Por ello, resulta interesante preguntarse qué
factores influyen en el avance y retroceso de la política de ESI. La presente
investigación plantea como principales factores explicativos i) el compromiso de las y
los funcionarios de la Dirección de Tutoría y Orientación Educativa con la ESI; ii) la
dinámica política entre el poder Ejecutivo y Legislativo; iii) la dinámica en la sociedad
civil.",http://hdl.handle.net/20.500.12404/21457,La Política de Educación Sexual Integral en el Perú: un análisis de los factores que influyen en su avance y retroceso (2008-2019),Ciencia Política y Gobierno
360,"Aragón Trelles, Jorge","Aguilar Mori, Brayan Didier",2021,"En los últimos años, el Estado peruano ha incrementado notablemente los
esfuerzos por reducir la elevada prevalencia de anemia en el país. Es así, que se
vienen implementado diversas políticas desde el MIDIS, MINSA y MEF. Sin embargo,
tales esfuerzos no se han traducido en resultados satisfactorios. Por el contrario, la
prevalencia de la anemia en el Perú se mantiene constante. En esa línea, la región
Amazonas es representativa ya que posee el mayor incremento presupuestal e
índices de cobertura del Programa Presupuestal Articulado Nutricional (PAN), pero
que no se ven reflejados en los resultados debido a que la prevalencia de la anemia
no ha variado mucho en la región. Por ello, el presente estudio buscó determinar
cuáles son las razones de que la prevalencia de la anemia se mantenga a pesar de
los esfuerzos realizados. En los hallazgos obtenidos producto de la revisión de datos
y normas, entrevistas y vistas de campo se determinó que tales razones son la limitada
capacidad institucional, la débil coordinación entre las instituciones involucradas, la
falta de voluntad de los líderes políticos locales y regionales, la discrecionalidad del
personal de salud por cumplir metas, la no consideración del territorio y la cultura, el
limitado acceso al DNI a niños y niñas con anemia, y la oposición de las iglesias
evangélicas a las intervenciones estatales.
In recent years, the Peruvian State has notably increased its efforts to reduce
the high prevalence of anemia in the country. This, various policies have been
implemented by MIDIS, MINSA and MEF. However, such efforts have not led to
satisfactory results. On the contrary, the prevalence of anemia in Peru remains
constant. In this line, the Amazon is representative since it has the highest rates of
budget increase and coverage of the Programa Presupuestal Articulado Nutricional
(PAN), but these are not reflected in the results because the prevalence of anemia has
not varied much in the region. Therefore, the present study sought to determine the
reasons why the prevalence of anemia remains despite the efforts made. In the
findings obtained as a result of the review of data and regulations, interviews and field
visits, it was determined that such reasons are the limited institutional capacity, the
weak coordination between the institutions involved, the lack of will of the local and
regional politicians. leaders, the discretion of health personnel to meet goals, the lack
of consideration of the territory and culture, the limited access to the DNI for children
with anemia and the opposition of the evangelical churches to state interventions.",http://hdl.handle.net/20.500.12404/22140,Del papel a la realidad: Los factores que limitan la implementación de las políticas de lucha contra la anemia infantil en la región Amazonas,Ciencia Política y Gobierno
361,"Ilizarbe Pizarro, Carmen Margarita","Yagui Gaspar, Erika Briggitte",2022,"La plataforma Ni Una Menos en el Perú ha marcado un antes y después
sobre la demanda de los derechos de las mujeres y puso en agenda pública la
problemática de la violencia contra la mujer. Este trabajo de tesis pretende
analizar el surgimiento, continuidad e historia de la plataforma Ni Una Menos en
el Perú. Las plataformas virtuales sirven para difundir sus ideas y opiniones a
través de publicaciones, pero también para crear comunidades virtuales que
tienen como fin la acción colectiva. En la plataforma Ni Una Menos se creó una
comunidad de participantes, así como se logró poner en el foco que la violencia
contra la mujer es estructural. Si bien hay investigaciones previas de esta
plataforma desde una perspectiva desde otras perspectivas, este trabajo busca
entender el caso desde el punto de la ciencia política. El uso de herramientas
digitales ha sido de ayuda para la historia de Ni Una Menos, ya que ha sido muy
útil para expandir las redes y atraer más mujeres a la plataforma, incluso en
pandemia. Por otro lado, la historia de la plataforma Ni Una Menos ha tenido sus
altos y bajos: la plataforma también se ha llegado descentralizar en pequeñas
plataformas locales; ha habido disputas y tensiones internas y con otros
movimientos; se ha creado grandes marchas cada año; entre otros aspectos que
relatamos en este trabajo.
Ni Una Menos platform in Peru has marked a before and after on the
demand for women's rights and put the problem of violence against women on
the public agenda. This thesis work aims to analyze the emergence, continuity,
and history of Ni Una Menos platform in Peru. Virtual platforms serve to
disseminate their ideas and opinions through publications, but also to create
virtual communities that aim for collective action. In Ni Una Menos platform, a
community of participants was created, as well as being able to focus on the fact
that violence against women is structural. Although there is previous research on
this platform from a perspective from other perspectives, this work seeks to
understand the case from the point of view of political science. The use of digital
tools has been helpful for the history of Ni Una Menos, since it has been
especially useful to expand the networks and attract more women to the platform,
even in a pandemic. On the other hand, the history of Ni Una Menos platform has
had its difficulties: the platform has also become decentralized into small local
platforms; there have been internal disputes and tensions and with other
movements; great marches have been created every year; among other aspects
that we report in this work.",http://hdl.handle.net/20.500.12404/22269,¿Una nueva forma de hacer feminismo?: El caso de la plataforma Ni Una Menos,Ciencia Política y Gobierno
362,"Rousseau, Stéphanie","Bonilla Watanabe, Naomi Julieta",2021,"Pensión 65 es un programa social que busca asegurar el bienestar de
adultos mayores que se encuentran en situación de pobreza extrema a través
de una pensión no contributiva y diversas intervenciones. Esta investigación
estudia la implementación de este programa en el distrito de Callería, Ucayali en
el contexto de la pandemia del Covid-19. Así, la pregunta planteada es, ¿de qué
manera la implementación de Pensión 65 ha sido afectada durante la pandemia
del Covid-19 en el distrito de Callería, Ucayali?
Para ello, se aplicó un diseño observacional de tipo cualitativo con herramientas
de recojo de información que priorizaron el trabajo de campo. Así, se realizaron
entrevistas semi estructuradas y a profundidad, observaciones no participantes
y participantes junto con los burócratas de la calle.
Desde un enfoque retrospectivo sobre la implementación de políticas
públicas y utilizando la teoría sobre los burócratas de la calle, se sostiene que
estos funcionarios utilizan su discrecionalidad en un contexto con dificultades y
retos que aumentaron en el marco de la pandemia. De esta manera, su trabajo
está marcado por la precariedad y por un Estado que los pone en condiciones
limitantes. Frente a ello, usan diversas estrategias discrecionales para lidiar con
sus labores, muchas veces, a costa de su propio bienestar ya que existe una
carga emocional y normativa a partir de sus interacciones con la ciudadanía.
Finalmente, la discrecionalidad y las acciones de los burócratas de la calle es lo
que permite que el programa se implemente durante la emergencia sanitaria.
Pension 65 is a social program that aims to ensure the well-being of older
adults in highly impoverished conditions through a non-contributory pension and
various interventions. This research focuses on the implementation of this
program in the Callería district, Ucayali, during the Covid-19 pandemic. Thus, the
question that guides the study is how the implementation of the Pension 65
National Solidarity Assistance Program has been affected during the Covid-19
pandemic in the Callería district, Ucayali?
The research applied a qualitative observational design with information
collection tools that prioritized fieldwork and conducted semi-structured in-depth
interviews. Additionally, non-participant and participant observations were made
together with street level bureaucrats, those in charge of implementing the
program directly with citizens and representing the State.
From a retrospective approach to implementing public policies and using the
street level bureaucrat theory, the thesis emphasizes that street bureaucrats use
their discretion in a context of many difficulties and challenges that increased
during the pandemic. Furthermore, the work by these officials is precarious and
governed by a State that puts them in conditions with many limitations. Faced
with this, officials use various discretionary strategies to deal with their work, often
at the cost of their well-being because there is an emotional and normative aspect
to their interactions with citizens. In conclusion, it is argued that the street level
bureaucrats’ discretionary actions allow a smoother implementation of the
program during a public health crisis.",http://hdl.handle.net/20.500.12404/22451,"Entre la precariedad y la empatía: los burócratas de la calle en la implementación del Programa Pensión 65 durante la pandemia del COVID-19 en Callería, Ucayali",Ciencia Política y Gobierno
